month,state,handgun,long_gun,total,population
2011-12,District of Columbia,19,2,21,601723
2011-12,Florida,40463,31791,72254,18801310
2011-12,Georgia,15777,22801,38578,9687653
2011-12,Idaho,3584,6887,10471,1567582
2011-12,Illinois,15946,18596,34542,12830632
2011-12,Indiana,16616,19842,36458,6483802
2011-12,Iowa,145,6670,6815,3046355
2011-12,Kansas,7204,11848,19052,2853118
2011-12,Kentucky,12400,19464,31864,4339367
2011-12,Louisiana,12503,24866,37369,4533372
2011-12,Maine,3061,5123,8184,1328361
2011-12,Maryland,4522,7805,12327,5773552
2011-12,Massachusetts,4399,2948,7347,6547629
2011-12,Michigan,1394,17339,18733,9883640
2011-12,Minnesota,8269,13584,21853,5303925
2011-12,Mississippi,7880,19013,26893,2967297
2011-12,Missouri,19205,23887,43092,5988927
2011-12,Montana,3475,6151,9626,989415
2011-12,Nebraska,135,5431,5566,1826341
2011-12,Nevada,5671,5643,11314,2700551
2011-12,New Hampshire,3771,3915,7686,1316470
2011-12,New Jersey,2928,3883,6811,8791894
2011-12,New Mexico,5083,6281,11364,2059179
2011-12,New York,6497,21271,27768,19378102
2011-12,North Carolina,653,27849,28502,9535483
2011-12,North Dakota,1811,4256,6067,672591
2011-12,Ohio,29717,28886,58603,11536504
2011-12,Oklahoma,13809,18920,32729,3751351
2011-12,Oregon,10490,13794,24284,3831074
2011-12,Pennsylvania,32,83662,83694,12702379
2011-12,Rhode Island,921,896,1817,1052567
2011-12,South Carolina,11221,13522,24743,4625364
2011-12,South Dakota,2346,5734,8080,814180
2011-12,Tennessee,24452,27923,52375,6346105
2011-12,Texas,55187,73202,128389,25145561
2011-12,Utah,4498,8103,12601,2763885
2011-12,Vermont,1198,1819,3017,625741
2011-12,Virginia,19470,23046,42516,8001024
2011-12,Washington,16005,15941,31946,6724540
2011-12,West Virginia,8082,13332,21414,1852994
2011-12,Wisconsin,15127,13551,28678,5686986
2011-12,Wyoming,2350,3227,5577,563626
2011-11,Alabama,11548,20228,31776,4779736
2011-11,Arizona,8315,8157,16472,6392017
2011-11,Arkansas,4022,12035,16057,2915918
2011-11,California,23885,30091,53976,37253956
2011-11,Colorado,12727,15131,27858,5029196
2011-11,Connecticut,3855,4084,7939,3574097
2011-11,Delaware,971,1402,2373,897934
2011-11,District of Columbia,33,0,33,601723
2011-11,Florida,30827,23480,54307,18801310
2011-11,Georgia,8691,14424,23115,9687653
2011-11,Idaho,2269,4537,6806,1567582
2011-11,Illinois,12039,16397,28436,12830632
2011-11,Indiana,11350,17074,28424,6483802
2011-11,Iowa,134,6094,6228,3046355
2011-11,Kansas,5262,10033,15295,2853118
2011-11,Kentucky,7447,15122,22569,4339367
2011-11,Louisiana,8077,17355,25432,4533372
2011-11,Maine,2087,4270,6357,1328361
2011-11,Maryland,3760,7540,11300,5773552
2011-11,Massachusetts,3475,2605,6080,6547629
2011-11,Michigan,1005,18342,19347,9883640
2011-11,Minnesota,5749,12848,18597,5303925
2011-11,Mississippi,4776,14867,19643,2967297
2011-11,Missouri,12697,20547,33244,5988927
2011-11,Montana,2134,4327,6461,989415
2011-11,Nebraska,82,4494,4576,1826341
2011-11,Nevada,4176,4092,8268,2700551
2011-11,New Hampshire,2783,3236,6019,1316470
2011-11,New Jersey,2504,3291,5795,8791894
2011-11,New Mexico,3737,4418,8155,2059179
2011-11,New York,5030,20098,25128,19378102
2011-11,North Carolina,299,19954,20253,9535483
2011-11,North Dakota,1332,3914,5246,672591
2011-11,Ohio,21362,24640,46002,11536504
2011-11,Oklahoma,9810,14561,24371,3751351
2011-11,Oregon,7772,9906,17678,3831074
2011-11,Pennsylvania,24,73464,73488,12702379
2011-11,Rhode Island,713,712,1425,1052567
2011-11,South Carolina,7743,9294,17037,4625364
2011-11,South Dakota,1556,5038,6594,814180
2011-11,Tennessee,16350,21019,37369,6346105
2011-11,Texas,35928,49253,85181,25145561
2011-11,Utah,3021,5120,8141,2763885
2011-11,Vermont,865,1710,2575,625741
2011-11,Virginia,14798,19089,33887,8001024
2011-11,Washington,11354,11057,22411,6724540
2011-11,West Virginia,4556,12314,16870,1852994
2011-11,Wisconsin,12245,15947,28192,5686986
2011-11,Wyoming,1501,2232,3733,563626
2011-10,Alabama,9228,12879,22107,4779736
2011-10,Arizona,7915,6449,14364,6392017
2011-10,Arkansas,3654,8444,12098,2915918
2011-10,California,26693,28249,54942,37253956
2011-10,Colorado,11441,13612,25053,5029196
2011-10,Connecticut,3643,3650,7293,3574097
2011-10,Delaware,944,1137,2081,897934
2011-10,District of Columbia,35,0,35,601723
2011-10,Florida,29491,18379,47870,18801310
2011-10,Georgia,7788,11056,18844,9687653
2011-10,Idaho,2051,4538,6589,1567582
2011-10,Illinois,10417,12084,22501,12830632
2011-10,Indiana,10498,12206,22704,6483802
2011-10,Iowa,99,4192,4291,3046355
2011-10,Kansas,4628,6958,11586,2853118
2011-10,Kentucky,6373,10721,17094,4339367
2011-10,Louisiana,7426,13823,21249,4533372
2011-10,Maine,2256,5955,8211,1328361
2011-10,Maryland,3556,5214,8770,5773552
2011-10,Massachusetts,3266,2261,5527,6547629
2011-10,Michigan,1026,13687,14713,9883640
2011-10,Minnesota,5784,17421,23205,5303925
2011-10,Mississippi,3891,8707,12598,2967297
2011-10,Missouri,12526,16426,28952,5988927
2011-10,Montana,2251,6187,8438,989415
2011-10,Nebraska,71,3318,3389,1826341
2011-10,Nevada,3938,3211,7149,2700551
2011-10,New Hampshire,2809,3337,6146,1316470
2011-10,New Jersey,2473,2514,4987,8791894
2011-10,New Mexico,3760,3971,7731,2059179
2011-10,New York,5101,17748,22849,19378102
2011-10,North Carolina,237,14253,14490,9535483
2011-10,North Dakota,1506,5449,6955,672591
2011-10,Ohio,19153,16836,35989,11536504
2011-10,Oklahoma,7583,9610,17193,3751351
2011-10,Oregon,7028,8737,15765,3831074
2011-10,Pennsylvania,26,62938,62964,12702379
2011-10,Rhode Island,646,693,1339,1052567
2011-10,South Carolina,5432,6442,11874,4625364
2011-10,South Dakota,1515,6322,7837,814180
2011-10,Tennessee,13883,14326,28209,6346105
2011-10,Texas,30160,38398,68558,25145561
2011-10,Utah,2102,4032,6134,2763885
2011-10,Vermont,845,1781,2626,625741
2011-10,Virginia,13968,14629,28597,8001024
2011-10,Washington,10657,10328,20985,6724540
2011-10,West Virginia,4643,8595,13238,1852994
2011-10,Wisconsin,9103,14772,23875,5686986
2011-10,Wyoming,1332,1988,3320,563626
2011-09,Alabama,9549,10728,20277,4779736
2011-09,Arizona,7936,6614,14550,6392017
2011-09,Arkansas,4168,6849,11017,2915918
2011-09,California,22197,23657,45854,37253956
2011-09,Colorado,11700,12309,24009,5029196
2011-09,Connecticut,3662,3220,6882,3574097
2011-09,Delaware,830,845,1675,897934
2011-09,District of Columbia,38,1,39,601723
2011-09,Florida,29341,16267,45608,18801310
2011-09,Georgia,8329,8954,17283,9687653
2011-09,Idaho,2207,4158,6365,1567582
2011-09,Illinois,9915,10724,20639,12830632
2011-09,Indiana,9423,10639,20062,6483802
2011-09,Iowa,88,3390,3478,3046355
2011-09,Kansas,3649,5526,9175,2853118
2011-09,Kentucky,6331,8904,15235,4339367
2011-09,Louisiana,8856,15185,24041,4533372
2011-09,Maine,2219,4274,6493,1328361
2011-09,Maryland,3307,3910,7217,5773552
2011-09,Massachusetts,3279,2113,5392,6547629
2011-09,Michigan,945,12997,13942,9883640
2011-09,Minnesota,5492,15315,20807,5303925
2011-09,Mississippi,3739,7119,10858,2967297
2011-09,Missouri,12359,12894,25253,5988927
2011-09,Montana,2442,5001,7443,989415
2011-09,Nebraska,81,2324,2405,1826341
2011-09,Nevada,4048,3066,7114,2700551
2011-09,New Hampshire,2928,2776,5704,1316470
2011-09,New Jersey,2403,2200,4603,8791894
2011-09,New Mexico,3428,3596,7024,2059179
2011-09,New York,4894,16404,21298,19378102
2011-09,North Carolina,257,11602,11859,9535483
2011-09,North Dakota,1203,3905,5108,672591
2011-09,Ohio,17864,14411,32275,11536504
2011-09,Oklahoma,7612,8896,16508,3751351
2011-09,Oregon,6952,9093,16045,3831074
2011-09,Pennsylvania,0,58431,58431,12702379
2011-09,Rhode Island,660,580,1240,1052567
2011-09,South Carolina,5551,5992,11543,4625364
2011-09,South Dakota,1478,4011,5489,814180
2011-09,Tennessee,13175,12204,25379,6346105
2011-09,Texas,29410,41207,70617,25145561
2011-09,Utah,2286,3979,6265,2763885
2011-09,Vermont,924,1430,2354,625741
2011-09,Virginia,12701,12134,24835,8001024
2011-09,Washington,9924,9314,19238,6724540
2011-09,West Virginia,4378,7055,11433,1852994
2011-09,Wisconsin,8176,12953,21129,5686986
2011-09,Wyoming,1531,2206,3737,563626
2011-08,Alabama,9863,10576,20439,4779736
2011-08,Arizona,7684,6476,14160,6392017
2011-08,Arkansas,3651,5251,8902,2915918
2011-08,California,23431,27619,51050,37253956
2011-08,Colorado,11775,11469,23244,5029196
2011-08,Connecticut,3912,2964,6876,3574097
2011-08,Delaware,770,713,1483,897934
2011-08,District of Columbia,11,0,11,601723
2011-08,Florida,29668,15927,45595,18801310
2011-08,Georgia,8237,7957,16194,9687653
2011-08,Idaho,2068,3527,5595,1567582
2011-08,Illinois,9947,10717,20664,12830632
2011-08,Indiana,9898,9924,19822,6483802
2011-08,Iowa,69,2629,2698,3046355
2011-08,Kansas,4080,5373,9453,2853118
2011-08,Kentucky,6336,7407,13743,4339367
2011-08,Louisiana,7465,10194,17659,4533372
2011-08,Maine,2089,3125,5214,1328361
2011-08,Maryland,3647,3950,7597,5773552
2011-08,Massachusetts,3484,2114,5598,6547629
2011-08,Michigan,986,10367,11353,9883640
2011-08,Minnesota,5288,10716,16004,5303925
2011-08,Mississippi,4273,6099,10372,2967297
2011-08,Missouri,12579,11701,24280,5988927
2011-08,Montana,2425,3871,6296,989415
2011-08,Nebraska,85,2189,2274,1826341
2011-08,Nevada,4140,3276,7416,2700551
2011-08,New Hampshire,2589,2260,4849,1316470
2011-08,New Jersey,2426,2047,4473,8791894
2011-08,New Mexico,3758,3518,7276,2059179
2011-08,New York,4973,11860,16833,19378102
2011-08,North Carolina,245,10475,10720,9535483
2011-08,North Dakota,1346,2869,4215,672591
2011-08,Ohio,17325,13410,30735,11536504
2011-08,Oklahoma,8132,8191,16323,3751351
2011-08,Oregon,6591,7234,13825,3831074
2011-08,Pennsylvania,6,54551,54557,12702379
2011-08,Rhode Island,686,576,1262,1052567
2011-08,South Carolina,5638,5374,11012,4625364
2011-08,South Dakota,1595,3239,4834,814180
2011-08,Tennessee,13887,12061,25948,6346105
2011-08,Texas,30112,35200,65312,25145561
2011-08,Utah,2198,3042,5240,2763885
2011-08,Vermont,833,1087,1920,625741
2011-08,Virginia,12084,10470,22554,8001024
2011-08,Washington,10265,8597,18862,6724540
2011-08,West Virginia,4306,5530,9836,1852994
2011-08,Wisconsin,8254,10196,18450,5686986
2011-08,Wyoming,1361,1840,3201,563626
2011-07,Alabama,8988,8152,17140,4779736
2011-07,Arizona,7367,4997,12364,6392017
2011-07,Arkansas,3504,3806,7310,2915918
2011-07,California,21925,21196,43121,37253956
2011-07,Colorado,10070,8781,18851,5029196
2011-07,Connecticut,3390,2501,5891,3574097
2011-07,Delaware,737,561,1298,897934
2011-07,District of Columbia,3,0,3,601723
2011-07,Florida,27240,13412,40652,18801310
2011-07,Georgia,7543,5779,13322,9687653
2011-07,Idaho,1798,2685,4483,1567582
2011-07,Illinois,8812,7396,16208,12830632
2011-07,Indiana,8622,6938,15560,6483802
2011-07,Iowa,37,1812,1849,3046355
2011-07,Kansas,3629,3734,7363,2853118
2011-07,Kentucky,5763,5421,11184,4339367
2011-07,Louisiana,7296,6809,14105,4533372
2011-07,Maine,1952,2629,4581,1328361
2011-07,Maryland,3086,3197,6283,5773552
2011-07,Massachusetts,3114,1600,4714,6547629
2011-07,Michigan,1040,6613,7653,9883640
2011-07,Minnesota,4214,6233,10447,5303925
2011-07,Mississippi,3772,3919,7691,2967297
2011-07,Missouri,11070,8276,19346,5988927
2011-07,Montana,2157,3281,5438,989415
2011-07,Nebraska,56,1331,1387,1826341
2011-07,Nevada,3816,2804,6620,2700551
2011-07,New Hampshire,2411,1990,4401,1316470
2011-07,New Jersey,2449,1754,4203,8791894
2011-07,New Mexico,3167,2890,6057,2059179
2011-07,New York,4069,8408,12477,19378102
2011-07,North Carolina,242,7556,7798,9535483
2011-07,North Dakota,947,2007,2954,672591
2011-07,Ohio,15404,10937,26341,11536504
2011-07,Oklahoma,7373,6184,13557,3751351
2011-07,Oregon,6289,6345,12634,3831074
2011-07,Pennsylvania,0,45503,45503,12702379
2011-07,Rhode Island,570,437,1007,1052567
2011-07,South Carolina,4797,3631,8428,4625364
2011-07,South Dakota,1227,2133,3360,814180
2011-07,Tennessee,12455,8834,21289,6346105
2011-07,Texas,28000,24870,52870,25145561
2011-07,Utah,1956,2536,4492,2763885
2011-07,Vermont,731,777,1508,625741
2011-07,Virginia,13419,9388,22807,8001024
2011-07,Washington,9471,7452,16923,6724540
2011-07,West Virginia,3890,4236,8126,1852994
2011-07,Wisconsin,7359,6356,13715,5686986
2011-07,Wyoming,1269,1485,2754,563626
2011-06,Alabama,9388,7951,17339,4779736
2011-06,Arizona,7204,4908,12112,6392017
2011-06,Arkansas,3496,3390,6886,2915918
2011-06,California,24632,24012,48644,37253956
2011-06,Colorado,10394,9130,19524,5029196
2011-06,Connecticut,3866,2510,6376,3574097
2011-06,Delaware,732,597,1329,897934
2011-06,District of Columbia,6,0,6,601723
2011-06,Florida,27744,13091,40835,18801310
2011-06,Georgia,7746,5227,12973,9687653
2011-06,Idaho,1918,3067,4985,1567582
2011-06,Illinois,9059,7372,16431,12830632
2011-06,Indiana,8876,6861,15737,6483802
2011-06,Iowa,43,1803,1846,3046355
2011-06,Kansas,3434,3369,6803,2853118
2011-06,Kentucky,5729,5255,10984,4339367
2011-06,Louisiana,7322,5973,13295,4533372
2011-06,Maine,1945,2184,4129,1328361
2011-06,Maryland,3277,2896,6173,5773552
2011-06,Massachusetts,3143,1598,4741,6547629
2011-06,Michigan,1177,6719,7896,9883640
2011-06,Minnesota,4862,6241,11103,5303925
2011-06,Mississippi,3541,3283,6824,2967297
2011-06,Missouri,11684,7896,19580,5988927
2011-06,Montana,2154,3325,5479,989415
2011-06,Nebraska,73,1357,1430,1826341
2011-06,Nevada,3756,2919,6675,2700551
2011-06,New Hampshire,2373,1941,4314,1316470
2011-06,New Jersey,2586,1806,4392,8791894
2011-06,New Mexico,3492,2877,6369,2059179
2011-06,New York,4850,8697,13547,19378102
2011-06,North Carolina,241,7371,7612,9535483
2011-06,North Dakota,895,2010,2905,672591
2011-06,Ohio,15226,9991,25217,11536504
2011-06,Oklahoma,7401,5743,13144,3751351
2011-06,Oregon,7074,7264,14338,3831074
2011-06,Pennsylvania,1,46047,46048,12702379
2011-06,Rhode Island,605,493,1098,1052567
2011-06,South Carolina,5043,3281,8324,4625364
2011-06,South Dakota,1349,2127,3476,814180
2011-06,Tennessee,12513,7998,20511,6346105
2011-06,Texas,28911,23268,52179,25145561
2011-06,Utah,2109,2798,4907,2763885
2011-06,Vermont,801,872,1673,625741
2011-06,Virginia,10945,7884,18829,8001024
2011-06,Washington,9852,7829,17681,6724540
2011-06,West Virginia,3924,3799,7723,1852994
2011-06,Wisconsin,6548,6686,13234,5686986
2011-06,Wyoming,1379,1541,2920,563626
2011-05,Alabama,8950,7192,16142,4779736
2011-05,Arizona,7868,5278,13146,6392017
2011-05,Arkansas,3659,3438,7097,2915918
2011-05,California,22849,22801,45650,37253956
2011-05,Colorado,11276,9670,20946,5029196
2011-05,Connecticut,4046,2754,6800,3574097
2011-05,Delaware,743,624,1367,897934
2011-05,District of Columbia,14,1,15,601723
2011-05,Florida,27882,12952,40834,18801310
2011-05,Georgia,7930,5154,13084,9687653
2011-05,Idaho,1989,3283,5272,1567582
2011-05,Illinois,9700,8132,17832,12830632
2011-05,Indiana,8658,7073,15731,6483802
2011-05,Iowa,46,1809,1855,3046355
2011-05,Kansas,3852,3713,7565,2853118
2011-05,Kentucky,5872,5437,11309,4339367
2011-05,Louisiana,6884,5585,12469,4533372
2011-05,Maine,1926,2376,4302,1328361
2011-05,Maryland,3630,3093,6723,5773552
2011-05,Massachusetts,3308,1533,4841,6547629
2011-05,Michigan,1222,7634,8856,9883640
2011-05,Minnesota,5661,6988,12649,5303925
2011-05,Mississippi,3738,3252,6990,2967297
2011-05,Missouri,12186,8850,21036,5988927
2011-05,Montana,2340,3613,5953,989415
2011-05,Nebraska,78,1555,1633,1826341
2011-05,Nevada,4375,3208,7583,2700551
2011-05,New Hampshire,2341,2134,4475,1316470
2011-05,New Jersey,2733,1908,4641,8791894
2011-05,New Mexico,3627,2940,6567,2059179
2011-05,New York,5153,9953,15106,19378102
2011-05,North Carolina,222,7265,7487,9535483
2011-05,North Dakota,1086,2288,3374,672591
2011-05,Ohio,17056,10842,27898,11536504
2011-05,Oklahoma,7472,5659,13131,3751351
2011-05,Oregon,8047,8145,16192,3831074
2011-05,Pennsylvania,3,48124,48127,12702379
2011-05,Rhode Island,625,471,1096,1052567
2011-05,South Carolina,4951,3294,8245,4625364
2011-05,South Dakota,1464,2445,3909,814180
2011-05,Tennessee,12655,7927,20582,6346105
2011-05,Texas,29323,24239,53562,25145561
2011-05,Utah,2268,3094,5362,2763885
2011-05,Vermont,895,887,1782,625741
2011-05,Virginia,11938,8266,20204,8001024
2011-05,Washington,10296,8059,18355,6724540
2011-05,West Virginia,4023,4109,8132,1852994
2011-05,Wisconsin,6414,7485,13899,5686986
2011-05,Wyoming,1435,1768,3203,563626
2011-04,Alabama,9332,8242,17574,4779736
2011-04,Arizona,9411,6361,15772,6392017
2011-04,Arkansas,4180,4296,8476,2915918
2011-04,California,30345,29788,60133,37253956
2011-04,Colorado,12616,11577,24193,5029196
2011-04,Connecticut,4600,3579,8179,3574097
2011-04,Delaware,898,738,1636,897934
2011-04,District of Columbia,36,1,37,601723
2011-04,Florida,30697,14985,45682,18801310
2011-04,Georgia,8447,6021,14468,9687653
2011-04,Idaho,2434,4051,6485,1567582
2011-04,Illinois,11468,9467,20935,12830632
2011-04,Indiana,10938,9339,20277,6483802
2011-04,Iowa,59,2984,3043,3046355
2011-04,Kansas,5097,4813,9910,2853118
2011-04,Kentucky,7336,7619,14955,4339367
2011-04,Louisiana,7733,5914,13647,4533372
2011-04,Maine,2459,2865,5324,1328361
2011-04,Maryland,4226,4002,8228,5773552
2011-04,Massachusetts,4001,2211,6212,6547629
2011-04,Michigan,1640,10169,11809,9883640
2011-04,Minnesota,7478,11302,18780,5303925
2011-04,Mississippi,4367,3689,8056,2967297
2011-04,Missouri,14435,11840,26275,5988927
2011-04,Montana,2637,4230,6867,989415
2011-04,Nebraska,144,1878,2022,1826341
2011-04,Nevada,4410,3383,7793,2700551
2011-04,New Hampshire,3045,2850,5895,1316470
2011-04,New Jersey,2874,2363,5237,8791894
2011-04,New Mexico,3988,3516,7504,2059179
2011-04,New York,6408,13721,20129,19378102
2011-04,North Carolina,295,8863,9158,9535483
2011-04,North Dakota,1347,3022,4369,672591
2011-04,Ohio,21622,14325,35947,11536504
2011-04,Oklahoma,9396,7599,16995,3751351
2011-04,Oregon,8906,9231,18137,3831074
2011-04,Pennsylvania,2,61720,61722,12702379
2011-04,Rhode Island,835,617,1452,1052567
2011-04,South Carolina,6075,4063,10138,4625364
2011-04,South Dakota,1880,3050,4930,814180
2011-04,Tennessee,13983,9779,23762,6346105
2011-04,Texas,31570,25708,57278,25145561
2011-04,Utah,3009,3589,6598,2763885
2011-04,Vermont,1039,1508,2547,625741
2011-04,Virginia,15008,10407,25415,8001024
2011-04,Washington,11843,9640,21483,6724540
2011-04,West Virginia,5067,5560,10627,1852994
2011-04,Wisconsin,7165,11960,19125,5686986
2011-04,Wyoming,1650,1870,3520,563626
2011-03,Alabama,12176,10579,22755,4779736
2011-03,Arizona,11393,7362,18755,6392017
2011-03,Arkansas,6184,5909,12093,2915918
2011-03,California,29994,30323,60317,37253956
2011-03,Colorado,14811,13223,28034,5029196
2011-03,Connecticut,5267,4147,9414,3574097
2011-03,Delaware,1215,855,2070,897934
2011-03,District of Columbia,37,2,39,601723
2011-03,Florida,35962,17283,53245,18801310
2011-03,Georgia,12130,8096,20226,9687653
2011-03,Idaho,3003,4379,7382,1567582
2011-03,Illinois,14745,12428,27173,12830632
2011-03,Indiana,15597,11489,27086,6483802
2011-03,Iowa,91,4095,4186,3046355
2011-03,Kansas,7648,6940,14588,2853118
2011-03,Kentucky,9757,9133,18890,4339367
2011-03,Louisiana,9488,7465,16953,4533372
2011-03,Maine,2931,3350,6281,1328361
2011-03,Maryland,5037,4274,9311,5773552
2011-03,Massachusetts,4439,2536,6975,6547629
2011-03,Michigan,1859,12837,14696,9883640
2011-03,Minnesota,7850,11543,19393,5303925
2011-03,Mississippi,5510,5256,10766,2967297
2011-03,Missouri,18610,13979,32589,5988927
2011-03,Montana,3072,4283,7355,989415
2011-03,Nebraska,164,2463,2627,1826341
2011-03,Nevada,5549,4111,9660,2700551
2011-03,New Hampshire,3272,2586,5858,1316470
2011-03,New Jersey,3052,2530,5582,8791894
2011-03,New Mexico,4532,4054,8586,2059179
2011-03,New York,7472,14201,21673,19378102
2011-03,North Carolina,356,10789,11145,9535483
2011-03,North Dakota,1473,2757,4230,672591
2011-03,Ohio,26107,16404,42511,11536504
2011-03,Oklahoma,10439,8267,18706,3751351
2011-03,Oregon,9969,10516,20485,3831074
2011-03,Pennsylvania,0,71904,71904,12702379
2011-03,Rhode Island,947,675,1622,1052567
2011-03,South Carolina,8202,5130,13332,4625364
2011-03,South Dakota,2256,3395,5651,814180
2011-03,Tennessee,18753,11979,30732,6346105
2011-03,Texas,39750,29342,69092,25145561
2011-03,Utah,3114,3983,7097,2763885
2011-03,Vermont,1226,1538,2764,625741
2011-03,Virginia,18229,11780,30009,8001024
2011-03,Washington,14066,10800,24866,6724540
2011-03,West Virginia,6516,6212,12728,1852994
2011-03,Wisconsin,8867,13950,22817,5686986
2011-03,Wyoming,2055,2079,4134,563626
2011-02,Alabama,13689,11452,25141,4779736
2011-02,Arizona,11824,6910,18734,6392017
2011-02,Arkansas,6696,6462,13158,2915918
2011-02,California,24348,24119,48467,37253956
2011-02,Colorado,13470,11548,25018,5029196
2011-02,Connecticut,4386,3402,7788,3574097
2011-02,Delaware,1011,794,1805,897934
2011-02,District of Columbia,31,2,33,601723
2011-02,Florida,37890,18121,56011,18801310
2011-02,Georgia,14936,9401,24337,9687653
2011-02,Idaho,2623,3710,6333,1567582
2011-02,Illinois,11644,10778,22422,12830632
2011-02,Indiana,13991,9923,23914,6483802
2011-02,Iowa,98,3332,3430,3046355
2011-02,Kansas,6796,6162,12958,2853118
2011-02,Kentucky,11819,10032,21851,4339367
2011-02,Louisiana,10137,7948,18085,4533372
2011-02,Maine,2162,2379,4541,1328361
2011-02,Maryland,4183,4158,8341,5773552
2011-02,Massachusetts,3293,1637,4930,6547629
2011-02,Michigan,1541,9781,11322,9883640
2011-02,Minnesota,6272,8218,14490,5303925
2011-02,Mississippi,6920,6109,13029,2967297
2011-02,Missouri,16363,12602,28965,5988927
2011-02,Montana,2479,3348,5827,989415
2011-02,Nebraska,117,2170,2287,1826341
2011-02,Nevada,5043,3362,8405,2700551
2011-02,New Hampshire,2685,1941,4626,1316470
2011-02,New Jersey,2467,1950,4417,8791894
2011-02,New Mexico,4609,3979,8588,2059179
2011-02,New York,5940,11375,17315,19378102
2011-02,North Carolina,359,12774,13133,9535483
2011-02,North Dakota,1268,2264,3532,672591
2011-02,Ohio,24197,14456,38653,11536504
2011-02,Oklahoma,10419,8244,18663,3751351
2011-02,Oregon,9061,9173,18234,3831074
2011-02,Pennsylvania,0,59739,59739,12702379
2011-02,Rhode Island,812,596,1408,1052567
2011-02,South Carolina,10531,5714,16245,4625364
2011-02,South Dakota,1915,3108,5023,814180
2011-02,Tennessee,21069,13707,34776,6346105
2011-02,Texas,41341,29888,71229,25145561
2011-02,Utah,2916,3402,6318,2763885
2011-02,Vermont,1119,1150,2269,625741
2011-02,Virginia,19068,12222,31290,8001024
2011-02,Washington,12701,9663,22364,6724540
2011-02,West Virginia,6537,6450,12987,1852994
2011-02,Wisconsin,7023,9639,16662,5686986
2011-02,Wyoming,1556,1908,3464,563626
2011-01,Alabama,10128,9747,19875,4779736
2011-01,Arizona,9310,6084,15394,6392017
2011-01,Arkansas,4545,5179,9724,2915918
2011-01,California,23418,22708,46126,37253956
2011-01,Colorado,11705,10191,21896,5029196
2011-01,Connecticut,3956,3241,7197,3574097
2011-01,Delaware,845,646,1491,897934
2011-01,District of Columbia,17,0,17,601723
2011-01,Florida,32684,16731,49415,18801310
2011-01,Georgia,9240,7227,16467,9687653
2011-01,Idaho,2023,3135,5158,1567582
2011-01,Illinois,10486,9844,20330,12830632
2011-01,Indiana,11783,8704,20487,6483802
2011-01,Iowa,86,3028,3114,3046355
2011-01,Kansas,5676,5696,11372,2853118
2011-01,Kentucky,7773,7003,14776,4339367
2011-01,Louisiana,8332,9008,17340,4533372
2011-01,Maine,1953,2308,4261,1328361
2011-01,Maryland,3620,3639,7259,5773552
2011-01,Massachusetts,3305,1646,4951,6547629
2011-01,Michigan,1389,7927,9316,9883640
2011-01,Minnesota,5154,6960,12114,5303925
2011-01,Mississippi,4208,5596,9804,2967297
2011-01,Missouri,14075,11247,25322,5988927
2011-01,Montana,1850,2760,4610,989415
2011-01,Nebraska,139,2296,2435,1826341
2011-01,Nevada,4324,3067,7391,2700551
2011-01,New Hampshire,2597,1842,4439,1316470
2011-01,New Jersey,2268,1759,4027,8791894
2011-01,New Mexico,3527,3147,6674,2059179
2011-01,New York,5387,9811,15198,19378102
2011-01,North Carolina,297,9911,10208,9535483
2011-01,North Dakota,930,2094,3024,672591
2011-01,Ohio,18305,11163,29468,11536504
2011-01,Oklahoma,10078,7959,18037,3751351
2011-01,Oregon,7234,7247,14481,3831074
2011-01,Pennsylvania,0,48470,48470,12702379
2011-01,Rhode Island,669,495,1164,1052567
2011-01,South Carolina,6022,4495,10517,4625364
2011-01,South Dakota,1605,3000,4605,814180
2011-01,Tennessee,15601,10436,26037,6346105
2011-01,Texas,34251,28911,63162,25145561
2011-01,Utah,2628,3024,5652,2763885
2011-01,Vermont,800,822,1622,625741
2011-01,Virginia,13928,10089,24017,8001024
2011-01,Washington,10723,8083,18806,6724540
2011-01,West Virginia,4288,4997,9285,1852994
2011-01,Wisconsin,5558,7388,12946,5686986
2011-01,Wyoming,1167,1414,2581,563626
2010-12,Alabama,13978,24298,38276,4779736
2010-12,Arizona,9943,9814,19757,6392017
2010-12,Arkansas,5816,12455,18271,2915918
2010-12,California,24519,32100,56619,37253956
2010-12,Colorado,13951,16894,30845,5029196
2010-12,Connecticut,4371,4349,8720,3574097
2010-12,Delaware,1003,1355,2358,897934
2010-12,District of Columbia,25,2,27,601723
2010-12,Florida,34196,27204,61400,18801310
2010-12,Georgia,12171,18708,30879,9687653
2010-12,Idaho,2652,5717,8369,1567582
2010-12,Illinois,11217,14646,25863,12830632
2010-12,Indiana,11672,15692,27364,6483802
2010-12,Iowa,76,6065,6141,3046355
2010-12,Kansas,6722,10496,17218,2853118
2010-12,Kentucky,10109,16321,26430,4339367
2010-12,Louisiana,10731,22440,33171,4533372
2010-12,Maine,2281,4165,6446,1328361
2010-12,Maryland,3425,6020,9445,5773552
2010-12,Massachusetts,3378,2213,5591,6547629
2010-12,Michigan,1559,14969,16528,9883640
2010-12,Minnesota,5236,11147,16383,5303925
2010-12,Mississippi,5900,17019,22919,2967297
2010-12,Missouri,15736,19623,35359,5988927
2010-12,Montana,2666,5315,7981,989415
2010-12,Nebraska,172,4618,4790,1826341
