month,state,handgun,long_gun,total,population
2019-03,Kansas,7807,5590,13397,2853118
2019-03,Kentucky,15646,8110,23756,4339367
2019-03,Louisiana,13050,7148,20198,4533372
2019-03,Maine,4191,2992,7183,1328361
2019-03,Maryland,4288,6080,10368,5773552
2019-03,Massachusetts,5079,3151,8230,6547629
2019-03,Michigan,15403,10260,25663,9883640
2019-03,Minnesota,12098,11981,24079,5303925
2019-03,Mississippi,11180,6116,17296,2967297
2019-03,Missouri,23939,17749,41688,5988927
2019-03,Montana,3703,4218,7921,989415
2019-03,Nebraska,146,1913,2059,1826341
2019-03,Nevada,6661,3114,9775,2700551
2019-03,New Hampshire,6297,3374,9671,1316470
2019-03,New Jersey,4579,3446,8025,8791894
2019-03,New Mexico,8137,5252,13389,2059179
2019-03,New York,10834,14996,25830,19378102
2019-03,North Carolina,1931,12758,14689,9535483
2019-03,North Dakota,2191,2783,4974,672591
2019-03,Ohio,31090,17313,48403,11536504
2019-03,Oklahoma,15423,9896,25319,3751351
2019-03,Oregon,17208,12161,29369,3831074
2019-03,Pennsylvania,60068,16921,76989,12702379
2019-03,Rhode Island,1201,858,2059,1052567
2019-03,South Carolina,13957,6268,20225,4625364
2019-03,South Dakota,3274,3450,6724,814180
2019-03,Tennessee,30728,15086,45814,6346105
2019-03,Texas,55222,31747,86969,25145561
2019-03,Utah,4876,4081,8957,2763885
2019-03,Vermont,2043,1693,3736,625741
2019-03,Virginia,29043,14550,43593,8001024
2019-03,Washington,21158,13211,34369,6724540
2019-03,West Virginia,8633,6778,15411,1852994
2019-03,Wisconsin,19952,15240,35192,5686986
2019-03,Wyoming,2497,2314,4811,563626
2019-02,Alabama,8278,5353,13631,4779736
2019-02,Arizona,13933,7135,21068,6392017
2019-02,Arkansas,7144,5251,12395,2915918
2019-02,California,36424,22506,58930,37253956
2019-02,Colorado,18697,11731,30428,5029196
2019-02,Connecticut,5459,1818,7277,3574097
2019-02,Delaware,1698,1208,2906,897934
2019-02,District of Columbia,88,4,92,601723
2019-02,Florida,51711,17833,69544,18801310
2019-02,Georgia,16172,7742,23914,9687653
2019-02,Idaho,3887,3548,7435,1567582
2019-02,Illinois,24870,11381,36251,12830632
2019-02,Indiana,21297,11157,32454,6483802
2019-02,Iowa,153,1935,2088,3046355
2019-02,Kansas,6271,4688,10959,2853118
2019-02,Kentucky,12027,7182,19209,4339367
2019-02,Louisiana,11056,6849,17905,4533372
2019-02,Maine,2989,2352,5341,1328361
2019-02,Maryland,3822,4613,8435,5773552
2019-02,Massachusetts,4359,2428,6787,6547629
2019-02,Michigan,11272,7497,18769,9883640
2019-02,Minnesota,7938,7215,15153,5303925
2019-02,Mississippi,9790,5717,15507,2967297
2019-02,Missouri,19884,13773,33657,5988927
2019-02,Montana,2391,2730,5121,989415
2019-02,Nebraska,122,1428,1550,1826341
2019-02,Nevada,5541,2524,8065,2700551
2019-02,New Hampshire,5793,2713,8506,1316470
2019-02,New Jersey,3794,2949,6743,8791894
2019-02,New Mexico,6890,4371,11261,2059179
2019-02,New York,8914,11566,20480,19378102
2019-02,North Carolina,1620,11335,12955,9535483
2019-02,North Dakota,1514,1981,3495,672591
2019-02,Ohio,25652,13985,39637,11536504
2019-02,Oklahoma,13014,8165,21179,3751351
2019-02,Oregon,14214,9428,23642,3831074
2019-02,Pennsylvania,47570,13297,60867,12702379
2019-02,Rhode Island,1043,624,1667,1052567
2019-02,South Carolina,12375,5724,18099,4625364
2019-02,South Dakota,2701,2790,5491,814180
2019-02,Tennessee,27213,14058,41271,6346105
2019-02,Texas,49130,28709,77839,25145561
2019-02,Utah,3463,3018,6481,2763885
2019-02,Vermont,1545,1373,2918,625741
2019-02,Virginia,24579,12572,37151,8001024
2019-02,Washington,15775,10106,25881,6724540
2019-02,West Virginia,7011,5575,12586,1852994
2019-02,Wisconsin,13838,9899,23737,5686986
2019-02,Wyoming,1900,1791,3691,563626
2019-01,Alabama,6671,5507,12178,4779736
2019-01,Arizona,11710,6865,18575,6392017
2019-01,Arkansas,5108,5175,10283,2915918
2019-01,California,35861,23195,59056,37253956
2019-01,Colorado,16417,11575,27992,5029196
2019-01,Connecticut,5368,1945,7313,3574097
2019-01,Delaware,1684,1473,3157,897934
2019-01,District of Columbia,101,5,106,601723
2019-01,Florida,47372,18749,66121,18801310
2019-01,Georgia,11780,7535,19315,9687653
2019-01,Idaho,3522,3602,7124,1567582
2019-01,Illinois,21587,10082,31669,12830632
2019-01,Indiana,17265,10423,27688,6483802
2019-01,Iowa,128,1887,2015,3046355
2019-01,Kansas,5269,4584,9853,2853118
2019-01,Kentucky,8170,6213,14383,4339367
2019-01,Louisiana,8961,7473,16434,4533372
2019-01,Maine,2652,2333,4985,1328361
2019-01,Maryland,4254,4473,8727,5773552
2019-01,Massachusetts,4016,2644,6660,6547629
2019-01,Michigan,8674,6844,15518,9883640
2019-01,Minnesota,8031,7106,15137,5303925
2019-01,Mississippi,6833,5707,12540,2967297
2019-01,Missouri,16244,12657,28901,5988927
2019-01,Montana,2097,2753,4850,989415
2019-01,Nebraska,125,1711,1836,1826341
2019-01,Nevada,5001,2386,7387,2700551
2019-01,New Hampshire,4672,2529,7201,1316470
2019-01,New Jersey,3508,3084,6592,8791894
2019-01,New Mexico,4987,3778,8765,2059179
2019-01,New York,9271,11257,20528,19378102
2019-01,North Carolina,1409,10951,12360,9535483
2019-01,North Dakota,1425,2015,3440,672591
2019-01,Ohio,19573,12290,31863,11536504
2019-01,Oklahoma,10411,8202,18613,3751351
2019-01,Oregon,13630,9117,22747,3831074
2019-01,Pennsylvania,40144,11833,51977,12702379
2019-01,Rhode Island,1054,662,1716,1052567
2019-01,South Carolina,9696,5459,15155,4625364
2019-01,South Dakota,2154,2808,4962,814180
2019-01,Tennessee,22848,13776,36624,6346105
2019-01,Texas,39240,27842,67082,25145561
2019-01,Utah,3017,2834,5851,2763885
2019-01,Vermont,1124,1092,2216,625741
2019-01,Virginia,20600,12813,33413,8001024
2019-01,Washington,17487,10889,28376,6724540
2019-01,West Virginia,5355,4964,10319,1852994
2019-01,Wisconsin,12204,9154,21358,5686986
2019-01,Wyoming,1530,1621,3151,563626
2018-12,Alabama,11463,13578,25041,4779736
2018-12,Arizona,15533,11436,26969,6392017
2018-12,Arkansas,8138,11736,19874,2915918
2018-12,California,40445,34180,74625,37253956
2018-12,Colorado,22627,18734,41361,5029196
2018-12,Connecticut,5904,2506,8410,3574097
2018-12,Delaware,1932,2503,4435,897934
2018-12,District of Columbia,71,4,75,601723
2018-12,Florida,60210,30598,90808,18801310
2018-12,Georgia,19241,18475,37716,9687653
2018-12,Idaho,5667,6949,12616,1567582
2018-12,Illinois,26943,15297,42240,12830632
2018-12,Indiana,24824,18824,43648,6483802
2018-12,Iowa,262,4392,4654,3046355
2018-12,Kansas,7418,8702,16120,2853118
2018-12,Kentucky,14189,14309,28498,4339367
2018-12,Louisiana,13856,17376,31232,4533372
2018-12,Maine,3783,4282,8065,1328361
2018-12,Maryland,4500,7309,11809,5773552
2018-12,Massachusetts,4492,3178,7670,6547629
2018-12,Michigan,12897,13972,26869,9883640
2018-12,Minnesota,9144,11057,20201,5303925
2018-12,Mississippi,11557,14731,26288,2967297
2018-12,Missouri,24730,23584,48314,5988927
2018-12,Montana,3744,5291,9035,989415
2018-12,Nebraska,160,3331,3491,1826341
2018-12,Nevada,5889,3993,9882,2700551
2018-12,New Hampshire,5845,3977,9822,1316470
2018-12,New Jersey,3432,4099,7531,8791894
2018-12,New Mexico,6858,6580,13438,2059179
2018-12,New York,9675,19234,28909,19378102
2018-12,North Carolina,2367,22327,24694,9535483
2018-12,North Dakota,1853,3144,4997,672591
2018-12,Ohio,30746,25012,55758,11536504
2018-12,Oklahoma,15708,16053,31761,3751351
2018-12,Oregon,16985,14374,31359,3831074
2018-12,Pennsylvania,54857,20732,75589,12702379
2018-12,Rhode Island,1069,770,1839,1052567
2018-12,South Carolina,13465,11856,25321,4625364
2018-12,South Dakota,2913,4497,7410,814180
2018-12,Tennessee,34499,26987,61486,6346105
2018-12,Texas,62560,56919,119479,25145561
2018-12,Utah,5369,7214,12583,2763885
2018-12,Vermont,1620,1871,3491,625741
2018-12,Virginia,26129,22048,48177,8001024
2018-12,Washington,23131,20690,43821,6724540
2018-12,West Virginia,9693,10824,20517,1852994
2018-12,Wisconsin,16181,14362,30543,5686986
2018-12,Wyoming,2653,3033,5686,563626
2018-11,Alabama,8408,10303,18711,4779736
2018-11,Arizona,12412,8886,21298,6392017
2018-11,Arkansas,5739,10196,15935,2915918
2018-11,California,36997,30913,67910,37253956
2018-11,Colorado,18926,15702,34628,5029196
2018-11,Connecticut,5078,2331,7409,3574097
2018-11,Delaware,1578,2082,3660,897934
2018-11,District of Columbia,80,3,83,601723
2018-11,Florida,51850,23876,75726,18801310
2018-11,Georgia,13770,13749,27519,9687653
2018-11,Idaho,4077,5851,9928,1567582
2018-11,Illinois,22978,14038,37016,12830632
2018-11,Indiana,20522,18723,39245,6483802
2018-11,Iowa,303,4319,4622,3046355
2018-11,Kansas,5885,7334,13219,2853118
2018-11,Kentucky,10506,12670,23176,4339367
2018-11,Louisiana,10242,14336,24578,4533372
2018-11,Maine,2661,3768,6429,1328361
2018-11,Maryland,3979,7150,11129,5773552
2018-11,Massachusetts,4334,3194,7528,6547629
2018-11,Michigan,11474,17534,29008,9883640
2018-11,Minnesota,6691,10900,17591,5303925
2018-11,Mississippi,7650,11816,19466,2967297
2018-11,Missouri,19158,21908,41066,5988927
2018-11,Montana,2727,4603,7330,989415
2018-11,Nebraska,198,2964,3162,1826341
2018-11,Nevada,4806,3132,7938,2700551
2018-11,New Hampshire,5051,3514,8565,1316470
2018-11,New Jersey,3297,3769,7066,8791894
2018-11,New Mexico,5731,5331,11062,2059179
2018-11,New York,8290,18315,26605,19378102
2018-11,North Carolina,2159,18381,20540,9535483
2018-11,North Dakota,1655,3274,4929,672591
2018-11,Ohio,25372,26274,51646,11536504
2018-11,Oklahoma,12669,14074,26743,3751351
2018-11,Oregon,14426,12344,26770,3831074
2018-11,Pennsylvania,49328,20463,69791,12702379
2018-11,Rhode Island,1020,727,1747,1052567
2018-11,South Carolina,10229,9329,19558,4625364
2018-11,South Dakota,2637,4907,7544,814180
2018-11,Tennessee,27015,22267,49282,6346105
2018-11,Texas,44763,43276,88039,25145561
2018-11,Utah,3989,5599,9588,2763885
2018-11,Vermont,1094,1690,2784,625741
2018-11,Virginia,22204,19747,41951,8001024
2018-11,Washington,20113,19136,39249,6724540
2018-11,West Virginia,6450,10648,17098,1852994
2018-11,Wisconsin,14769,17342,32111,5686986
2018-11,Wyoming,1933,2532,4465,563626
2018-10,Alabama,5218,5918,11136,4779736
2018-10,Arizona,9886,6427,16313,6392017
2018-10,Arkansas,4312,6792,11104,2915918
2018-10,California,32567,23213,55780,37253956
2018-10,Colorado,15101,13079,28180,5029196
2018-10,Connecticut,4575,1979,6554,3574097
2018-10,Delaware,1420,1512,2932,897934
2018-10,District of Columbia,81,5,86,601723
2018-10,Florida,40226,16671,56897,18801310
2018-10,Georgia,10007,8856,18863,9687653
2018-10,Idaho,3034,5025,8059,1567582
2018-10,Illinois,17916,10755,28671,12830632
2018-10,Indiana,15032,12352,27384,6483802
2018-10,Iowa,173,2700,2873,3046355
2018-10,Kansas,4223,4884,9107,2853118
2018-10,Kentucky,7065,8001,15066,4339367
2018-10,Louisiana,8073,10567,18640,4533372
2018-10,Maine,2565,5428,7993,1328361
2018-10,Maryland,4020,5112,9132,5773552
2018-10,Massachusetts,3750,2632,6382,6547629
2018-10,Michigan,8259,11649,19908,9883640
2018-10,Minnesota,5041,14232,19273,5303925
2018-10,Mississippi,6049,6638,12687,2967297
2018-10,Missouri,15963,17163,33126,5988927
2018-10,Montana,2293,5246,7539,989415
2018-10,Nebraska,119,2172,2291,1826341
2018-10,Nevada,3731,2051,5782,2700551
2018-10,New Hampshire,4238,3494,7732,1316470
2018-10,New Jersey,3710,2806,6516,8791894
2018-10,New Mexico,4655,3993,8648,2059179
2018-10,New York,8258,16163,24421,19378102
2018-10,North Carolina,1392,12065,13457,9535483
2018-10,North Dakota,1487,3700,5187,672591
2018-10,Ohio,18401,15830,34231,11536504
2018-10,Oklahoma,8849,8803,17652,3751351
2018-10,Oregon,11776,10088,21864,3831074
2018-10,Pennsylvania,41412,14583,55995,12702379
2018-10,Rhode Island,947,646,1593,1052567
2018-10,South Carolina,7002,6023,13025,4625364
2018-10,South Dakota,1882,5208,7090,814180
2018-10,Tennessee,20286,13725,34011,6346105
2018-10,Texas,34646,31100,65746,25145561
2018-10,Utah,2615,3619,6234,2763885
2018-10,Vermont,1100,1948,3048,625741
2018-10,Virginia,17662,13511,31173,8001024
2018-10,Washington,14925,11932,26857,6724540
2018-10,West Virginia,5250,6998,12248,1852994
2018-10,Wisconsin,11766,14833,26599,5686986
2018-10,Wyoming,1442,2172,3614,563626
2018-09,Alabama,4978,5832,10810,4779736
2018-09,Arizona,10298,6638,16936,6392017
2018-09,Arkansas,3987,5257,9244,2915918
2018-09,California,29772,23788,53560,37253956
2018-09,Colorado,14546,12061,26607,5029196
2018-09,Connecticut,4151,1782,5933,3574097
2018-09,Delaware,1187,1225,2412,897934
2018-09,District of Columbia,78,4,82,601723
2018-09,Florida,38313,14646,52959,18801310
2018-09,Georgia,10387,7060,17447,9687653
2018-09,Idaho,3217,4776,7993,1567582
2018-09,Illinois,16749,9393,26142,12830632
2018-09,Indiana,13687,10201,23888,6483802
2018-09,Iowa,132,2391,2523,3046355
2018-09,Kansas,4043,4326,8369,2853118
2018-09,Kentucky,6603,6014,12617,4339367
2018-09,Louisiana,8654,9546,18200,4533372
2018-09,Maine,2678,4102,6780,1328361
2018-09,Maryland,3413,4397,7810,5773552
2018-09,Massachusetts,3518,2407,5925,6547629
2018-09,Michigan,7630,9887,17517,9883640
2018-09,Minnesota,3801,10997,14798,5303925
2018-09,Mississippi,6470,6042,12512,2967297
2018-09,Missouri,15226,12816,28042,5988927
2018-09,Montana,2326,4565,6891,989415
2018-09,Nebraska,83,1547,1630,1826341
2018-09,Nevada,3714,2111,5825,2700551
2018-09,New Hampshire,4150,3161,7311,1316470
2018-09,New Jersey,3511,2480,5991,8791894
2018-09,New Mexico,4596,3985,8581,2059179
2018-09,New York,7755,15014,22769,19378102
2018-09,North Carolina,958,8836,9794,9535483
2018-09,North Dakota,1336,3135,4471,672591
2018-09,Ohio,17460,13312,30772,11536504
2018-09,Oklahoma,8158,7776,15934,3751351
2018-09,Oregon,11763,10604,22367,3831074
2018-09,Pennsylvania,36793,12563,49356,12702379
2018-09,Rhode Island,738,562,1300,1052567
2018-09,South Carolina,6680,4748,11428,4625364
2018-09,South Dakota,1975,3564,5539,814180
2018-09,Tennessee,18721,11942,30663,6346105
2018-09,Texas,33746,33087,66833,25145561
2018-09,Utah,2678,3400,6078,2763885
2018-09,Vermont,1486,1853,3339,625741
2018-09,Virginia,16923,12040,28963,8001024
2018-09,Washington,13517,11021,24538,6724540
2018-09,West Virginia,4914,5918,10832,1852994
2018-09,Wisconsin,11254,12707,23961,5686986
2018-09,Wyoming,1545,2235,3780,563626
2018-08,Alabama,5991,5741,11732,4779736
2018-08,Arizona,10833,6987,17820,6392017
2018-08,Arkansas,4809,5590,10399,2915918
2018-08,California,34617,25666,60283,37253956
2018-08,Colorado,16160,12392,28552,5029196
2018-08,Connecticut,4519,1690,6209,3574097
2018-08,Delaware,1262,1162,2424,897934
2018-08,District of Columbia,91,1,92,601723
2018-08,Florida,44227,15734,59961,18801310
2018-08,Georgia,10894,7419,18313,9687653
2018-08,Idaho,3374,3899,7273,1567582
2018-08,Illinois,17992,9858,27850,12830632
2018-08,Indiana,15764,10339,26103,6483802
2018-08,Iowa,160,1935,2095,3046355
2018-08,Kansas,4500,4505,9005,2853118
2018-08,Kentucky,7250,6241,13491,4339367
2018-08,Louisiana,9103,8745,17848,4533372
2018-08,Maine,2835,2946,5781,1328361
2018-08,Maryland,4148,4001,8149,5773552
2018-08,Massachusetts,4322,2396,6718,6547629
2018-08,Michigan,8110,7973,16083,9883640
2018-08,Minnesota,3773,8142,11915,5303925
2018-08,Mississippi,7489,6695,14184,2967297
2018-08,Missouri,16706,13657,30363,5988927
2018-08,Montana,2617,3805,6422,989415
2018-08,Nebraska,95,1493,1588,1826341
2018-08,Nevada,4164,2137,6301,2700551
2018-08,New Hampshire,4382,2960,7342,1316470
2018-08,New Jersey,4069,2968,7037,8791894
2018-08,New Mexico,5303,4077,9380,2059179
2018-08,New York,8314,11362,19676,19378102
2018-08,North Carolina,1180,10190,11370,9535483
2018-08,North Dakota,1284,2475,3759,672591
2018-08,Ohio,18482,12449,30931,11536504
2018-08,Oklahoma,9823,8558,18381,3751351
2018-08,Oregon,11938,8751,20689,3831074
2018-08,Pennsylvania,38142,11911,50053,12702379
2018-08,Rhode Island,911,589,1500,1052567
2018-08,South Carolina,8135,5763,13898,4625364
2018-08,South Dakota,2012,3041,5053,814180
2018-08,Tennessee,20996,13165,34161,6346105
2018-08,Texas,37819,35212,73031,25145561
2018-08,Utah,2650,2996,5646,2763885
2018-08,Vermont,1336,1251,2587,625741
2018-08,Virginia,18729,11694,30423,8001024
2018-08,Washington,14615,9761,24376,6724540
2018-08,West Virginia,4986,4987,9973,1852994
2018-08,Wisconsin,11118,10987,22105,5686986
2018-08,Wyoming,1570,2059,3629,563626
2018-07,Alabama,5110,4540,9650,4779736
2018-07,Arizona,10166,5848,16014,6392017
2018-07,Arkansas,4245,3625,7870,2915918
2018-07,California,30486,21136,51622,37253956
2018-07,Colorado,15420,10239,25659,5029196
2018-07,Connecticut,4379,1611,5990,3574097
2018-07,Delaware,1314,950,2264,897934
2018-07,District of Columbia,88,2,90,601723
2018-07,Florida,42524,13468,55992,18801310
2018-07,Georgia,9759,5232,14991,9687653
2018-07,Idaho,3202,3160,6362,1567582
2018-07,Illinois,16840,7743,24583,12830632
2018-07,Indiana,13914,7825,21739,6483802
2018-07,Iowa,76,1469,1545,3046355
2018-07,Kansas,4579,3410,7989,2853118
2018-07,Kentucky,6306,4537,10843,4339367
2018-07,Louisiana,8596,6115,14711,4533372
2018-07,Maine,2542,2294,4836,1328361
2018-07,Maryland,3730,3398,7128,5773552
2018-07,Massachusetts,3380,1997,5377,6547629
2018-07,Michigan,7846,6018,13864,9883640
2018-07,Minnesota,3275,5135,8410,5303925
2018-07,Mississippi,5884,3568,9452,2967297
2018-07,Missouri,14330,10470,24800,5988927
2018-07,Montana,2421,2865,5286,989415
2018-07,Nebraska,91,1090,1181,1826341
2018-07,Nevada,3678,1799,5477,2700551
2018-07,New Hampshire,4157,2332,6489,1316470
2018-07,New Jersey,4193,2486,6679,8791894
2018-07,New Mexico,4795,3252,8047,2059179
2018-07,New York,7901,8692,16593,19378102
2018-07,North Carolina,1145,7771,8916,9535483
2018-07,North Dakota,1079,1791,2870,672591
2018-07,Ohio,16942,10255,27197,11536504
2018-07,Oklahoma,8920,6314,15234,3751351
2018-07,Oregon,10543,7700,18243,3831074
2018-07,Pennsylvania,33494,9738,43232,12702379
2018-07,Rhode Island,799,453,1252,1052567
2018-07,South Carolina,6972,4037,11009,4625364
2018-07,South Dakota,1678,2160,3838,814180
2018-07,Tennessee,19188,9840,29028,6346105
2018-07,Texas,35363,23141,58504,25145561
2018-07,Utah,2603,2497,5100,2763885
2018-07,Vermont,1156,999,2155,625741
2018-07,Virginia,18547,10039,28586,8001024
2018-07,Washington,13547,8385,21932,6724540
2018-07,West Virginia,4473,3951,8424,1852994
2018-07,Wisconsin,9351,7471,16822,5686986
2018-07,Wyoming,1448,1559,3007,563626
2018-06,Alabama,5868,4646,10514,4779736
2018-06,Arizona,10785,5965,16750,6392017
2018-06,Arkansas,4478,3528,8006,2915918
2018-06,California,32684,23612,56296,37253956
2018-06,Colorado,15796,10351,26147,5029196
2018-06,Connecticut,4725,1673,6398,3574097
2018-06,Delaware,1412,1019,2431,897934
2018-06,District of Columbia,79,3,82,601723
2018-06,Florida,44821,14764,59585,18801310
2018-06,Georgia,11269,5571,16840,9687653
2018-06,Idaho,3609,3734,7343,1567582
2018-06,Illinois,17755,7827,25582,12830632
2018-06,Indiana,15459,8455,23914,6483802
2018-06,Iowa,92,1415,1507,3046355
2018-06,Kansas,4344,3247,7591,2853118
2018-06,Kentucky,7130,4686,11816,4339367
2018-06,Louisiana,9703,5683,15386,4533372
2018-06,Maine,2655,2342,4997,1328361
2018-06,Maryland,4095,3608,7703,5773552
2018-06,Massachusetts,3996,2249,6245,6547629
